codigo_reserva;fecha_reserva;fecha_inicio;fecha_fin;estado_reserva;run_reservante;nombre_reservante;es_socio;lugar_nombre;sucursal_nombre;monto_total;monto_pagado;medio_pago;fecha_pago;registro_incorrecto;tipo_error
;01/04/25;01/04/25;08/04/25;reservada;21947907-7;Maria Gonzalez;SI;Cabaña 17;Providencia;840000;0;;28/3/25;NO;
;12/03/25;12/03/25;15/03/25;cancelada;19599688-1;Juan Perez;SI;Cabaña 1;Providencia;360000;0;;7/3/25;NO;
;20/08/25;20/08/25;21/08/25;reservada;13288053-0;Luis Contreras;NO;Cabaña 14;Santiago Centro;120000;0;;15/8/25;NO;
;11/5/25;11/5/25 18:00;11/5/25 19:00;ejecutada;21934163-6;Maria Gonzalez;SI;Salon Eventos 1;La Florida;100000;100000;efectivo;11/5/25;NO;
;07/11/25;07/11/25;12/11/25;ejecutada;16953331-8;Pedro Rojas;SI;Cabaña 7;Santa Cruz;600000;600000;efectivo;2/11/25;NO;
;2/12/25;2/12/25 17:00;2/12/25 18:00;reservada;20642956-9;Ana Silva;SI;Cancha Futbolito Aire Libre;Providencia;25000;0;;1/12/25;NO;
;1/11/25;1/11/25;1/11/25 12:00;reservada;7735551-0;Ana Silva;NO;Cancha Tenis Techada X;Santiago Centro;35000;0;;28/10/25;SI;referencia/fecha
;08/07/25;08/07/25;18/07/25;reservada;7101185-2;Pedro Rojas;NO;Cabaña 4;Santiago Centro;1200000;0;;6/7/25;NO;
;4/10/25;4/10/25 13:00;4/10/25 14:00;reservada;17275270-5;Pedro Rojas;NO;Cancha Basquetbol Aire Libre;Providencia;25000;0;;30/9/25;NO;
;09/12/25;09/12/25;18/12/25;reservada;7479790-3;Luis Contreras;NO;Cabaña 5;Santiago Centro;1080000;0;;5/12/25;NO;
;06/10/25;06/10/25;16/10/25;ejecutada;21734074-8;Juan Perez;SI;Cabaña 6;Santiago Centro;1200000;1200000;efectivo;1/10/25;NO;
;10/09/25;10/09/25;15/09/25;ejecutada;15804334-3;Luis Contreras;NO;Cabaña 14;Santa Cruz;600000;600000;tarjeta;7/9/25;NO;
;04/11/25;04/11/25;14/11/25;reservada;23369020-1;Ana Silva;SI;Cabaña 13;Providencia;1200000;0;;3/11/25;NO;
;20/12/25;20/12/25;28/12/25;cancelada;18728677-8;Juan Perez;SI;Cabaña 12;Providencia;960000;0;;19/12/25;NO;
;18/4/25;18/4/25 15:00;18/4/25 16:00;ejecutada;9213225-0;Maria Gonzalez;NO;Restaurant 1;Providencia;30000;30000;efectivo;14/4/25;NO;
;19/03/25;19/03/25;24/03/25;ejecutada;6436217-8;Pedro Rojas;SI;Cabaña 20;Santa Cruz;600000;600000;transferencia;14/3/25;NO;
;20/01/25;20/01/25;29/01/25;ejecutada;10578107-5;Luis;SI;Cabaña 1;Santa Cruz;1080000;1080000;tarjeta;20/1/25;SI;nombre
;20/8/25;20/8/25;20/8/25 18:00;ejecutada;7101185-2;Pedro Rojas;NO;Salon Eventos 3;Providencia;100000;100000;transferencia;18/8/25;SI;fecha
;16/10/25;16/10/25 15:00;16/10/25 16:00;ejecutada;20184378-2;Pedro Rojas;NO;Cancha Basquetbol Techada;Santa Cruz;35000;35000;efectivo;16/10/25;NO;
;5/5/25;5/5/25 21:00;5/5/25 22:00;ejecutada;19197001-2;Ana Silva;NO;Cancha Padel Techada;Santiago Centro;35000;35000;tarjeta;4/5/25;NO;
;14/03/25;14/03/25;17/03/25;reservada;17505864-8;Maria Gonzalez;SI;Cabaña 1;La Florida;360000;0;;11/3/25;NO;
;08/02/25;08/02/25;18/02/25;reservada;22852757-9;Ana Silva;NO;Cabaña 2;Santa Cruz;1200000;0;;6/2/25;SI;rut
;15/07/25;15/07/25;16/07/25;ejecutada;13006208-3;Luis Contreras;NO;Cabaña 16;Santa Cruz;120000;120000;efectivo;14/7/25;NO;
;3/10/25;3/10/25 12:00;3/10/25 13:00;ejecutada;13897062-0;Maria Gonzalez;NO;Cancha Futbolito Techada;Santa Cruz;35000;35000;efectivo;3/10/25;NO;
;09/09/25;09/09/25;12/09/25;cancelada;17275270-5;Pedro Rojas;SI;Cabaña 15;La Florida;360000;0;;7/9/25;NO;
;1/5/25;1/5/25 16:00;1/5/25 17:00;cancelada;18965892-3;Juan Perez;SI;Salon Eventos 1;Santa Cruz;100000;0;;30/4/25;NO;
;8/1/25;8/1/25 10:00;8/1/25 11:00;cancelada;18885368-4;Maria Gonzalez;SI;Cancha Tenis Techada X;La Florida;35000;0;;3/1/25;SI;referencia
;18/11/25;18/11/25;25/11/25;reservada;20128868-1;Ana Silva;SI;Cabaña 19;Santiago Centro;840000;0;;15/11/25;NO;
;04/12/25;04/12/25;11/12/25;cancelada;5058687-1;Ana Silva;SI;Cabaña 7;Providencia;840000;0;;3/12/25;NO;
;19/04/25;19/04/25;27/04/25;reservada;9874086-4;Ana Silva;NO;Cabaña 15;Santa Cruz;960000;0;;14/4/25;NO;
;02/02/25;02/02/25;07/02/25;reservada;9487250-2;Ana Silva;SI;Cabaña 10;La Florida;600000;0;;28/1/25;NO;
;05/09/25;05/09/25;14/09/25;ejecutada;13532015-3;Luis Contreras;NO;Cabaña 5;Santiago Centro;1080000;1080000;tarjeta;2/9/25;NO;
;8/9/25;8/9/25 16:00;8/9/25 17:00;ejecutada;6512346-0;Maria Gonzalez;SI;Cancha Padel Aire Libre;Santa Cruz;25000;25000;efectivo;5/9/25;NO;
;18/11/25;18/11/25 8:00;18/11/25 9:00;cancelada;11727551-5;Maria Gonzalez;SI;Salon Eventos 3;Santa Cruz;100000;0;;17/11/25;NO;
;18/11/25;18/11/25;22/11/25;cancelada;6365576-7;Juan Perez;SI;Cabaña 9;Santiago Centro;480000;0;;14/11/25;NO;
;14/08/25;14/08/25;24/08/25;reservada;23835968-6;Juan Perez;NO;Cabaña 12;Providencia;1200000;0;;13/8/25;NO;
;15/12/25;15/12/25 13:00;15/12/25 14:00;cancelada;6504014-K;Luis Contreras;SI;Salon Eventos 1;Providencia;100000;0;;10/12/25;NO;
;14/06/25;14/06/25;21/06/25;ejecutada;22075434-0;Ana Silva;NO;Cabaña 15;Santa Cruz;840000;840000;tarjeta;14/6/25;NO;
;11/2/25;11/2/25 9:00;11/2/25 10:00;ejecutada;15819975-0;Pedro Rojas;NO;Piscina 2;La Florida;20000;20000;tarjeta;6/2/25;NO;
;19/3/25;19/3/25 22:00;19/3/25 23:00;reservada;23021174-4;Maria Gonzalez;SI;Cancha Tenis Techada;Providencia;35000;0;;18/3/25;NO;
;12/07/25;12/07/25;14/07/25;ejecutada;17553993-K;Ana Silva;NO;Cabaña 13;La Florida;240000;240000;tarjeta;11/7/25;NO;
;18/5/25;18/5/25 9:00;18/5/25 10:00;cancelada;16530236-2;Pedro Rojas;SI;Piscina 1;Santa Cruz;20000;0;;14/5/25;NO;
;08/05/25;08/05/25;18/05/25;cancelada;17820790-3;Juan Perez;NO;Cabaña 19;Santiago Centro;1200000;0;;5/5/25;NO;
;06/12/25;abc/12/25;09/12/25;ejecutada;24002475-6;Luis Contreras;NO;Cabaña 20;Santiago Centro;360000;360000;transferencia;3/12/25;SI;fecha
;16/06/25;16/06/25;25/06/25;ejecutada;16012079-7;Ana Silva;NO;Cabaña 11;Providencia;1080000;1080000;tarjeta;16/6/25;NO;
;4/3/25;4/3/25 11:00;4/3/25 12:00;reservada;22256719-K;Ana Silva;SI;Restaurant 1;Santa Cruz;30000;0;;2/3/25;NO;
;11/07/25;11/07/25;15/07/25;ejecutada;7735551-0;Ana Silva;SI;Cabaña 1;Santa Cruz;480000;480000;transferencia;10/7/25;NO;
;02/08/25;02/08/25;08/08/25;cancelada;6626889-6;Pedro Rojas;NO;Cabaña 15;Providencia;720000;0;;28/7/25;NO;
;9/12/25;9/12/25 12:00;9/12/25 13:00;cancelada;18616868-2;Luis Contreras;NO;Cancha Futbolito Aire Libre;Providencia;25000;0;;8/12/25;NO;
;14/11/25;14/11/25;19/11/25;ejecutada;13288053-0;Luis Contreras;NO;Cabaña 9;La Florida;600000;600000;transferencia;13/11/25;SI;rut
;19/03/25;19/03/25;26/03/25;cancelada;10119752-2;Juan Perez;SI;Cabaña 20;Santa Cruz;840000;0;;16/3/25;NO;
;07/11/25;07/11/25;15/11/25;ejecutada;13702711-9;Luis;NO;Cabaña 6;Santiago Centro;960000;960000;efectivo;7/11/25;SI;nombre
;12/05/25;12/05/25;16/05/25;reservada;7660832-6;Pedro Rojas;NO;Cabaña 3;Providencia;480000;0;;12/5/25;NO;
;10/6/25;10/6/25 17:00;10/6/25 18:00;reservada;17275270-5;Pedro Rojas;SI;Cancha Futbolito Aire Libre;Santiago Centro;25000;0;;8/6/25;NO;
;14/01/25;14/01/25;15//25;reservada;19937737-8;Luis Contreras;NO;Cabaña 2;Santa Cruz;1200000;0;;14/1/25;SI;rut/fecha
;08/01/25;08/01/25;16/01/25;reservada;21296743-2;Pedro Rojas;SI;Cabaña 19;La Florida;960000;0;;3/1/25;NO;
;01/08/25;01/08/25;11/08/25;reservada;5204506-1;Ana Silva;SI;Cabaña 17;La Florida;1200000;0;;30/7/25;NO;
;14/03/25;14/03/25;22/03/25;cancelada;15499152-2;Maria Gonzalez;NO;Cabaña 1;Providencia;960000;0;;9/3/25;NO;
;7/12/25;7/12/25 11:00;7/12/25 12:00;ejecutada;5590602-5;Juan Perez;NO;Restaurant 2;Providencia;30000;30000;efectivo;4/12/25;NO;
;01/09/25;01/09/25;02/09/25;reservada;17294352-7;Ana Silva;NO;Cabaña 3;Santa Cruz;120000;0;;29/8/25;NO;
;15/04/25;15/04/25;17/04/25;reservada;21349217-9;Luis Contreras;NO;Cabaña 5;Santa Cruz;240000;0;;15/4/25;NO;
;03/07/25;03/07/25;07/07/25;ejecutada;22746919-6;Maria Gonzalez;NO;Cabaña 7;La Florida;480000;480000;transferencia;1/7/25;SI;
;20/7/25;20/7/25 12:00;20/7/25 13:00;cancelada;10145466-5;Pedro Rojas;NO;Cancha Basquetbol Aire Libre;Santiago Centro;25000;0;;19/7/25;NO;
;14/11/25;14/11/25;16/11/25;cancelada;17647891-8;Maria Gonzalez;NO;Cabaña 2;La Florida;240000;0;;13/11/25;NO;
;11/11/25;11/11/25 17:00;11/11/25 18:00;cancelada;18242406-4;Ana Silva;NO;Piscina 1;Santiago Centro;20000;0;;8/11/25;NO;
;11/09/25;11/09/25;14/09/25;ejecutada;10216723-6;Juan Perez;NO;Cabaña 13;Santa Cruz;360000;360000;efectivo;8/9/25;NO;
;12/2/25;12/2/25 14:00;12/2/25 15:00;cancelada;5938386-8;Ana Silva;SI;Piscina 2;La Florida;20000;0;;7/2/25;NO;
;5/3/25;5/3/25;5/3/25 12:00;reservada;18147916-7;Maria Gonzalez;SI;Restaurant 2;La Florida;30000;0;;28/2/25;SI;rut/fecha
;11/7/25;11/7/25;11/7/25 13:00;reservada;10272070-9;Pedro Rojas;SI;Cancha Tenis Aire Libre X;Santiago Centro;25000;0;;7/7/25;SI;referencia/fecha
;11/03/25;11/03/25;16/03/25;reservada;7997541-9;Ana Silva;NO;Cabaña 13;La Florida;600000;0;;10/3/25;NO;
;12/8/25;12/8/25 9:00;12/8/25 10:00;ejecutada;15447012-3;Pedro Rojas;NO;Restaurant 1;Santiago Centro;30000;30000;tarjeta;9/8/25;NO;
;11/03/25;11/03/25;19/03/25;cancelada;20394775-3;Pedro Rojas;SI;Cabaña 14;Santa Cruz;960000;0;;10/3/25;SI;rut
;08/08/25;08/08/25;13/08/25;ejecutada;11727551-5;Maria Gonzalez;SI;Cabaña 15;Santiago Centro;600000;600000;efectivo;7/8/25;NO;
;18/1/25;18/1/25 19:00;18/1/25 20:00;ejecutada;23684083-2;Pedro Rojas;NO;Salon Eventos 4;Providencia;100000;100000;transferencia;14/1/25;NO;
;15/04/25;15/04/25;17/04/25;reservada;17963425-2;Luis Contreras;SI;Cabaña 1;Providencia;240000;0;;10/4/25;NO;
;4/7/25;4/7/25 13:00;4/7/25 14:00;reservada;13203913-5;Maria Gonzalez;SI;Cancha Futbolito Techada;Santiago Centro;35000;0;;30/6/25;NO;
;18/02/25;18/02/25;26/02/25;cancelada;12922397-9;Maria Gonzalez;NO;Cabaña 13;La Florida;960000;0;;18/2/25;NO;
;20/8/25;20/8/25 22:00;20/8/25 23:00;cancelada;6835621-0;Luis Contreras;SI;Restaurant 2;La Florida;30000;0;;15/8/25;NO;
;06/09/25;06/09/25;14/09/25;cancelada;16094679-2;Ana Silva;NO;Cabaña 16;Providencia;960000;0;;3/9/25;NO;
;07/01/25;07/01/25;12/01/25;cancelada;7130867-7;Luis Contreras;SI;Cabaña 3;Providencia;600000;0;;3/1/25;NO;
;19/11/25;19/11/25 17:00;19/11/25 18:00;ejecutada;11616558-9;Maria Gonzalez;SI;Cancha Padel Aire Libre;La Florida;25000;25000;tarjeta;16/11/25;NO;
;3/3/25;3/3/25 16:00;3/3/25 17:00;reservada;15826885-K;Juan Perez;SI;Salon Eventos 1;Santiago Centro;100000;0;;28/2/25;NO;
;20/12/25;20/12/25;27/12/25;reservada;24402541-2;Luis Contreras;NO;Cabaña 10;Santa Cruz;840000;0;;15/12/25;NO;
;12/08/25;12/08/25;15/08/25;ejecutada;5327894-9;Maria Gonzalez;SI;Cabaña 15;La Florida;360000;360000;transferencia;12/8/25;NO;
;18/7/25;18/7/25 19:00;18/7/25 20:00;cancelada;9487250-2;Ana Silva;NO;Restaurant 1;La Florida;30000;0;;18/7/25;NO;
;06/04/25;06/04/25;11/04/25;ejecutada;22746919-6;Maria Gonzalez;NO;Cabaña 7;Providencia;600000;600000;tarjeta;5/4/25;NO;
;07/07/25;07/07/25;15/07/25;cancelada;18568061-4;Ana Silva;SI;Cabaña 16;Santiago Centro;960000;0;;4/7/25;NO;
;06/04/25;06/04/25;12/04/25;reservada;17820790-3;Juan Perez;SI;Cabaña 1;Santiago Centro;720000;0;;5/4/25;NO;
;10/06/25;10/06/25;16/06/25;reservada;18147916-7;Maria Gonzalez;SI;Cabaña 14;Santiago Centro;720000;0;;9/6/25;NO;
;1/10/25;1/10/25 21:00;1/10/25 22:00;ejecutada;16987649-5;Maria Gonzalez;SI;Cancha Tenis Techada;La Florida;35000;35000;efectivo;1/10/25;NO;
;5/1/25;5/1/25 13:00;5/1/25 14:00;reservada;14584200-K;Pedro Rojas;NO;Salon Eventos 4;Santa Cruz;100000;0;;5/1/25;NO;
;06/12/25;06/12/25;11/12/25;cancelada;8309406-0;Luis Contreras;NO;Cabaña 13 X;Santiago Centro;600000;0;;6/12/25;SI;referencia
;01/01/25;01/01/25;09/01/25;reservada;16214968-7;Luis Contreras;SI;Cabaña 15 X;Santa Cruz;960000;0;;29/12/24;SI;referencia
;05/03/25;05/03/25;12/03/25;cancelada;24427724-1;Maria Gonzalez;NO;Cabaña 2;Santa Cruz;840000;0;;1/3/25;NO;
;5/8/25;5/8/25 19:00;5/8/25 20:00;cancelada;10289799-4;Maria Gonzalez;SI;Cancha Basquetbol Techada X;Santa Cruz;35000;0;;1/8/25;SI;referencia
;6/4/25;6/4/25 9:00;6/4/25 10:00;cancelada;14861266-8;Ana Silva;NO;Salon Eventos 3;Santa Cruz;100000;0;;1/4/25;NO;
;02/07/25;02/07/25;07/07/25;reservada;15121060-0;Ana Silva;SI;Cabaña 7;La Florida;600000;0;;1/7/25;NO;
;06/11/25;06/11/25;07/11/25;ejecutada;18910856-7;Maria Gonzalez;SI;Cabaña 2;Santa Cruz;120000;120000;transferencia;5/11/25;NO;
;16/3/25;16/3/25 22:00;16/3/25 23:00;cancelada;10145466-5;Pedro Rojas;NO;Cancha Padel Aire Libre;Providencia;25000;0;;12/3/25;NO;
;10/8/25;10/8/25 8:00;10/8/25 9:00;reservada;13224751-K;Luis Contreras;NO;Cancha Basquetbol Techada;La Florida;35000;0;;6/8/25;NO;
;13/05/25;13/05/25;19/05/25;reservada;11374837-0;Maria Gonzalez;NO;Cabaña 8;Providencia;720000;0;;8/5/25;NO;
;abc/12/25;09/02/25;16/02/25;reservada;17786278-9;Juan Perez;SI;Cabaña 3 X;Santa Cruz;840000;0;;9/2/25;SI;referencia/fecha
;6/11/25;6/11/25 12:00;6/11/25 13:00;cancelada;18881160-4;Pedro Rojas;SI;Cancha Tenis Aire Libre;La Florida;25000;0;;4/11/25;NO;
;16/12/25;16/12/25;22/12/25;reservada;18154120-2;Maria Gonzalez;NO;Cabaña 10;Santiago Centro;720000;0;;11/12/25;NO;
;16/01/25;16/01/25;22/01/25;ejecutada;19430435-8;Maria Gonzalez;NO;Cabaña 20;Santa Cruz;720000;720000;transferencia;11/1/25;NO;
;02/03/25;02/03/25;11/03/25;cancelada;20128868-5;Ana Silva;SI;Cabaña 12;La Florida;1080000;0;;1/3/25;SI;rut
;20/02/25;20/02/25;28/02/25;reservada;6440714-7;Ana Silva;NO;Cabaña 8;Providencia;960000;0;;20/2/25;NO;
;19/05/25;19/05/25;28/05/25;cancelada;19211618-K;Luis Contreras;NO;Cabaña 12;Santa Cruz;1080000;0;;16/5/25;NO;
;08/10/25;08/10/25;18/10/25;ejecutada;19576306-2;Luis Contreras;SI;Cabaña 8;Santa Cruz;1200000;1200000;tarjeta;3/10/25;NO;
;14/08/25;14/08/25;16/08/25;reservada;9179703-8;Maria Gonzalez;NO;Cabaña 11;Providencia;240000;0;;10/8/25;NO;
;16/3/25;16/3/25 12:00;16/3/25 13:00;ejecutada;9978267-6;Pedro Rojas;NO;Cancha Futbolito Aire Libre;Santa Cruz;25000;25000;efectivo;14/3/25;NO;
;12/6/25;12/6/25 19:00;12/6/25 20:00;reservada;24139677-0;Ana Silva;SI;Piscina 1;La Florida;20000;0;;11/6/25;NO;
;11/07/25;11/07/25;15/07/25;cancelada;22863706-8;Luis Contreras;SI;Cabaña 4;Santa Cruz;480000;0;;7/7/25;NO;
;13/10/25;13/10/25;15/10/25;ejecutada;5149595-0;Maria Gonzalez;NO;Cabaña 20;Santiago Centro;240000;240000;efectivo;10/10/25;NO;
;11/07/25;11/07/25;15/07/25;reservada;5757659-6;Pedro Rojas;SI;Cabaña 3;Santa Cruz;480000;0;;11/7/25;NO;
;13/12/25;13/12/25 9:00;13/12/25 10:00;reservada;11219981-0;Pedro Rojas;SI;Piscina 1;La Florida;20000;0;;12/12/25;NO;
;17/08/25;17/08/25;18/08/25;cancelada;8309406-0;Luis Contreras;SI;Cabaña 8;Santa Cruz;120000;0;;14/8/25;NO;
;07/05/25;07/05/25;15/05/25;ejecutada;10905503-4;Pedro Rojas;NO;Cabaña 10;La Florida;960000;960000;transferencia;3/5/25;NO;
;14/02/25;14/02/25;22/02/25;ejecutada;16741119-3;Luis Contreras;NO;Cabaña 4;Santa Cruz;960000;960000;efectivo;13/2/25;SI;
;abc/12/25;17/02/25;19/02/25;reservada;17911506-9;Pedro Rojas;SI;Cabaña 14;Providencia;240000;0;;16/2/25;SI;fecha
;13/8/25;13/8/25 17:00;13/8/25 18:00;reservada;12925543-9;Maria Gonzalez;NO;Cancha Padel Techada;Providencia;35000;0;;13/8/25;NO;
;01/05/25;01/05/25;02/05/25;reservada;11086191-5;Ana Silva;SI;Cabaña 6;Providencia;120000;0;;30/4/25;NO;
;11/2/25;11/2/25 15:00;11/2/25 16:00;cancelada;13397853-4;Juan Perez;NO;Cancha Basquetbol Techada;Santiago Centro;35000;0;;8/2/25;NO;
;02/10/25;02/10/25;04/10/25;reservada;24139677-0;Ana Silva;NO;Cabaña 11;Providencia;240000;0;;1/10/25;NO;
;12/5/25;12/5/25;12/5/25 11:00;ejecutada;21162735-2;Juan Perez;NO;Cancha Tenis Aire Libre;La Florida;25000;25000;transferencia;9/5/25;SI;fecha
;19/09/25;19/09/25;23/09/25;cancelada;15562742-5;Maria Gonzalez;NO;Cabaña 6;Santiago Centro;480000;0;;14/9/25;NO;
;19/04/25;19/04/25;23/04/25;cancelada;6389986-0;Luis Contreras;NO;Cabaña 4;Santa Cruz;480000;0;;14/4/25;NO;
;01/07/25;01/07/25;03/07/25;ejecutada;15120266-7;Juan Perez;NO;Cabaña 19;Providencia;240000;240000;transferencia;29/6/25;NO;
;7/8/25;7/8/25 13:00;7/8/25 14:00;cancelada;10289799-2;Maria Gonzalez;NO;Piscina 1;Santa Cruz;20000;0;;4/8/25;SI;rut
;20/1/25;20/1/25 8:00;20/1/25 9:00;reservada;23835968-6;Juan Perez;SI;Salon Eventos 4;Santiago Centro;100000;0;;19/1/25;NO;
;16/10/25;16/10/25 10:00;16/10/25 11:00;cancelada;15600733-1;Luis Contreras;SI;Piscina 1;Santa Cruz;20000;0;;12/10/25;NO;
;10/03/25;10/03/25;14/03/25;ejecutada;13519552-9;Juan Perez;NO;Cabaña 5;La Florida;480000;480000;efectivo;10/3/25;NO;
;11/07/25;abc/12/25;18/07/25;ejecutada;19195488-2;Pedro Rojas;NO;Cabaña 18;La Florida;840000;840000;tarjeta;10/7/25;SI;fecha
;11/12/25;11/12/25;13/12/25;reservada;9298423-0;Maria Gonzalez;SI;Cabaña 10;Providencia;240000;0;;9/12/25;NO;
;01/12/25;01/12/25;03/12/25;ejecutada;10701917-0;Pedro Rojas;NO;Cabaña 18;Providencia;240000;240000;transferencia;29/11/25;NO;
;11/6/25;11/6/25 21:00;11/6/25 22:00;reservada;17914991-5;Maria Gonzalez;NO;Cancha Futbolito Aire Libre;Santa Cruz;25000;0;;8/6/25;NO;
;19/11/25;19/11/25;28/11/25;cancelada;15804334-3;Luis Contreras;NO;Cabaña 17;Santa Cruz;1080000;0;;14/11/25;NO;
;08/06/25;08/06/25;09/06/25;cancelada;22329198-8;Luis Contreras;SI;Cabaña 8;Santiago Centro;120000;0;;4/6/25;NO;
;1/8/25;1/8/25 9:00;1/8/25 10:00;ejecutada;15035367-K;Maria Gonzalez;NO;Restaurant 2;Providencia;30000;30000;transferencia;29/7/25;NO;
;9/11/25;9/11/25 19:00;9/11/25 20:00;reservada;20672079-4;Juan Perez;NO;Cancha Basquetbol Aire Libre;Santa Cruz;25000;0;;7/11/25;NO;
;9/9/25;9/9/25 8:00;9/9/25 9:00;cancelada;12913560-3;Ana Silva;SI;Cancha Padel Techada;Santiago Centro;35000;0;;8/9/25;NO;
;16/09/25;16/09/25;19/09/25;reservada;23451242-0;Juan Perez;SI;Cabaña 8 X;La Florida;360000;0;;16/9/25;SI;referencia
;10/10/25;10/10/25;17/10/25;reservada;16054257-8;Luis;SI;Cabaña 3;Santiago Centro;840000;0;;8/10/25;SI;nombre
;02/07/25;02/07/25;06/07/25;reservada;11218435-K;Luis Contreras;SI;Cabaña 4;Santiago Centro;480000;0;;29/6/25;NO;
;20/2/25;20/2/25 8:00;20/2/25 9:00;reservada;13554594-5;Pedro Rojas;NO;Salon Eventos 3;La Florida;100000;0;;19/2/25;NO;
;13/01/25;13/01/25;20/01/25;reservada;16460920-0;Maria Gonzalez;SI;Cabaña 11;Santiago Centro;840000;0;;12/1/25;NO;
;12/7/25;12/7/25 22:00;12/7/25 23:00;ejecutada;11616558-9;Maria Gonzalez;NO;Cancha Futbolito Aire Libre;Santa Cruz;25000;25000;transferencia;12/7/25;NO;
;05/10/25;05/10/25;09/10/25;cancelada;10698937-0;Pedro Rojas;SI;Cabaña 12;Santiago Centro;480000;0;;4/10/25;NO;
;06/06/25;06/06/25;10/06/25;cancelada;10778324-5;Luis Contreras;NO;Cabaña 16;La Florida;480000;0;;1/6/25;NO;
;6/11/25;6/11/25 9:00;6/11/25 10:00;reservada;11218435-K;Luis Contreras;SI;Restaurant 2;Santa Cruz;30000;0;;6/11/25;NO;
;14/11/25;14/11/25;16/11/25;cancelada;9259413-0;Luis Contreras;SI;Cabaña 11;Santa Cruz;240000;0;;11/11/25;NO;
;18/11/25;18/11/25 14:00;18/11/25 15:00;cancelada;10289799-4;Maria Gonzalez;SI;Restaurant 2;Providencia;30000;0;;15/11/25;NO;
;18/4/25;18/4/25 8:00;18/4/25 9:00;cancelada;13224751-K;Luis Contreras;SI;Salon Eventos 3;La Florida;100000;0;;14/4/25;NO;
;4/1/25;4/1/25 9:00;4/1/25 10:00;reservada;7686256-7;Luis Contreras;SI;Cancha Basquetbol Techada;Santiago Centro;35000;0;;30/12/24;NO;
;3/3/25;3/3/25 20:00;3/3/25 21:00;reservada;16304937-6;Juan Perez;SI;Restaurant 1;Santa Cruz;30000;0;;1/3/25;NO;
;20/08/25;20/08/25;29/08/25;cancelada;16759872-2;Ana Silva;NO;Cabaña 12;Providencia;1080000;0;;18/8/25;NO;
;09/01/25;09/01/25;14/01/25;cancelada;23835968-6;Juan Perez;SI;Cabaña 4;Santiago Centro;600000;0;;8/1/25;NO;
;17/7/25;17/7/25 8:00;17/7/25 9:00;cancelada;19576306-2;Luis Contreras;NO;Piscina 1;Providencia;20000;0;;17/7/25;NO;
;19/2/25;19/2/25 21:00;19/2/25 22:00;ejecutada;17911506-9;Pedro Rojas;NO;Piscina 2;Santiago Centro;20000;20000;efectivo;15/2/25;NO;
;12/09/25;12/09/25;16/09/25;reservada;20408365-7;Maria Gonzalez;SI;Cabaña 13;Providencia;480000;0;;9/9/25;NO;
;01/03/25;01/03/25;07/03/25;cancelada;24427724-1;Maria Gonzalez;NO;Cabaña 3;La Florida;720000;0;;27/2/25;NO;
;4/3/25;4/3/25 17:00;4/3/25 18:00;cancelada;16214968-7;Luis Contreras;SI;Salon Eventos 4;Santiago Centro;100000;0;;4/3/25;NO;
;09/01/25;/05/25;19/01/25;cancelada;7479790-3;Luis Contreras;SI;Cabaña 15;Santa Cruz;1200000;0;;4/1/25;SI;fecha
;12/10/25;12/10/25;17/10/25;cancelada;10645717-4;Pedro Rojas;NO;Cabaña 16;Providencia;600000;0;;11/10/25;NO;
;05/02/25;05/02/25;13/02/25;reservada;16107528-0;Juan Perez;SI;Cabaña 5;La Florida;960000;0;;3/2/25;NO;
;03/05/25;03/05/25;04/05/25;reservada;16054257-8;Luis Contreras;NO;Cabaña 19;Santiago Centro;120000;0;;30/4/25;NO;
;13/02/25;13/02/25;18/02/25;ejecutada;21912374-4;Pedro;SI;Cabaña 6;La Florida;600000;600000;transferencia;9/2/25;SI;nombre
;11/1/25;11/1/25 13:00;11/1/25 14:00;ejecutada;6807678-1;Pedro Rojas;NO;Restaurant 1;Santa Cruz;30000;30000;efectivo;6/1/25;NO;
;15/9/25;15/9/25 15:00;15/9/25 16:00;ejecutada;8409701-2;Pedro Rojas;SI;Cancha Futbolito Aire Libre;Santiago Centro;25000;25000;tarjeta;11/9/25;NO;
;08/03/25;08/03/25;16/03/25;ejecutada;5137322-7;Juan Perez;SI;Cabaña 14;Santa Cruz;960000;960000;transferencia;4/3/25;NO;
;15/06/25;15/06/25;21/06/25;reservada;20086756-4;Maria Gonzalez;SI;Cabaña 17;Santiago Centro;720000;0;;12/6/25;NO;
;13/11/25;13/11/25 12:00;13/11/25 13:00;cancelada;18602114-2;Juan Perez;NO;Salon Eventos 1;Providencia;100000;0;;11/11/25;NO;
;10/01/25;10/01/25;14/01/25;ejecutada;6365576-7;Juan Perez;SI;Cabaña 15;Santa Cruz;480000;480000;tarjeta;8/1/25;NO;
;14/07/25;14/07/25;22/07/25;ejecutada;17263289-0;Juan Perez;NO;Cabaña 14;Santiago Centro;960000;960000;efectivo;11/7/25;NO;
;14/07/25;14/07/25;23/07/25;reservada;12592948-6;Ana Silva;NO;Cabaña 14;La Florida;1080000;0;;14/7/25;NO;
;17/11/25;17/11/25;25/11/25;reservada;19727843-9;Luis Contreras;NO;Cabaña 15;Santiago Centro;960000;0;;17/11/25;NO;
;09/05/25;09/05/25;16/05/25;cancelada;7261443-7;Ana Silva;SI;Cabaña 11;La Florida;840000;0;;7/5/25;NO;
